0
0,000249660348006
0,000249660348006
0,000249660348006
0,000249660348006
0,000249660348006
0,000249660348006
0,000249660348006
0,000249660348006
0,000249660348006
0,000249660348006
0,000249660348006
0,000249660348006
0,000249660348006
0,000249660348006
0,000249660348006
0,000249660348006
0,000249660348006
0,000249660348006
0,000249660348006
0,000249660348006
0,000249660348006
0,000249660348006
0,000249660348006
0,000249660348006
0,000249660348006
0,000249660348006
0,000249660348006
0,000249660348006
0,000249660348006
0,000249660348006
0,000249660348006
0,000184743352938
0,000184743352938
0,000184743352938
0,000184743352938
0,000184743352938
0,000184743352938
0,000184743352938
0,000184743352938
0,000184743352938
0,000184743352938
0,000184743352938
0,000184743352938
0,000184743352938
0,000184743352938
0,000184743352938
0,000184743352938
0,000184743352938
0,000184743352938
0,000184743352938
0,000184743352938
0,000184743352938
0,000184743352938
0,000184743352938
0,000184743352938
0,000184743352938
0,000184743352938
0,000184743352938
0,000184743352938
0,000182896233377
0,000182896233377
0,000182896233377
0,000182896233377
0,000182896233377
0,000182896233377
0,000182896233377
0,000182896233377
0,000182896233377
0,000182896233377
0,000182896233377
0,000182896233377
0,000182896233377
0,000182896233377
0,000182896233377
0,000182896233377
0,000182896233377
0,000182896233377
0,000182896233377
0,000182896233377
0,000182896233377
0,000182896233377
0,000182896233377
0,000182896233377
0,000182896233377
0,000182896233377
0,000182896233377
0,000182896233377
0,000182896233377
0,000182896233377
0,000182896233377
0,000142741934815
0,000142741934815
0,000142741934815
0,000142741934815
0,000142741934815
0,000142741934815
0,000142741934815
0,000142741934815
0,000142741934815
0,000142741934815
0,000142741934815
0,000142741934815
0,000142741934815
0,000142741934815
0,000142741934815
0,000142741934815
0,000142741934815
0,000142741934815
0,000142741934815
0,000142741934815
0,000142741934815
0,000142741934815
0,000142741934815
0,000142741934815
0,000142741934815
0,000142741934815
0,000142741934815
0,000142741934815
0,000142741934815
0,000142741934815
0,000000000000000
0,000000000000000
0,000000000000000
0,000000000000000
0,000000000000000
0,000000000000000
0,000000000000000
0,000000000000000
0,000000000000000
0,000000000000000
0,000000000000000
0,000000000000000
0,000000000000000
0,000000000000000
0,000000000000000
0,000000000000000
0,000000000000000
0,000000000000000
0,000000000000000
0,000000000000000
0,000000000000000
0,000000000000000
0,000000000000000
0,000000000000000
0,000000000000000
0,000000000000000
0,000000000000000
0,000000000000000
0,000000000000000
0,000000000000000
0,000000000000000
0,000003321499337
0,000003321499337
0,000003321499337
0,000003321499337
0,000003321499337
0,000003321499337
0,000003321499337
0,000003321499337
0,000003321499337
0,000003321499337
0,000003321499337
0,000003321499337
0,000003321499337
0,000003321499337
0,000003321499337
0,000003321499337
0,000003321499337
0,000003321499337
0,000003321499337
0,000003321499337
0,000003321499337
0,000003321499337
0,000003321499337
0,000003321499337
0,000003321499337
0,000003321499337
0,000003321499337
0,000003321499337
0,000003321499337
0,000003321499337
0,000012852355695
0,000012852355695
0,000012852355695
0,000012852355695
0,000012852355695
0,000012852355695
0,000012852355695
0,000012852355695
0,000012852355695
0,000012852355695
0,000012852355695
0,000012852355695
0,000012852355695
0,000012852355695
0,000012852355695
0,000012852355695
0,000012852355695
0,000012852355695
0,000012852355695
0,000012852355695
0,000012852355695
0,000012852355695
